OBJECTID,Count_,Date_Inspection,Date_Utilities,Type_Inspection,Inspection_Observation,FollowUp_Actions,Report_Type,Location,Type_Damaged,Comments,GlobalID,created_user,created_date,last_edited_user,last_edited_date,TrackingNo
85,,2019-12-12,2019-12-12,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1028 GLEN GRATTAN,BROKEN POLE; TRANSFERS NEEDED, ,{63C68C58-E5B3-4261-9435-EEDDF64790C9},,,SDE,1752071691000,14
86,,2020-02-05,2020-02-13,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,2329 WINIFRED ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED,CITY REQUESTING REMOVAL OF UNUSED POLE; CABLE AND GUIDE WIRES ATTACHED,{525189BF-08D7-490A-BADF-9A4AA36D4ADF},,,SDE,1752071691000,19
87,,2020-02-21,2020-02-27,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1515 MULBERRY ST,POLE TOP HANGING; TRANSFERS NEEDED, ,{60FC07B4-E5A4-4DC9-934A-BBF344B7FCA4},,,SDE,1752071691000,23
88,,2020-02-28,2020-03-04,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,4214 ROSA L PARKS AVE,BROKEN POLE; TRANSFERS NEEDED, ,{34A9F62D-A2C2-449B-8F18-49D07DF4551C},,,SDE,1752071691000,26
89,,2020-02-28,2020-03-04,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,4000 ROSA L PARKS AVE,STUB POLE REMOVAL NEEDED, ,{6F0388DD-72CC-495A-A27D-874CDFCA8477},,,SDE,1752071691000,27
90,,2020-02-28,2020-03-04,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,4000 ROSA L PARKS AVE,STUB POLE REMOVAL NEEDED, ,{07C1FCC2-BE4B-4262-AADD-14588B191A80},,,SDE,1752071691000,27
91,,2020-02-28,2020-03-04,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,3658 ROSA PARKS AVE,BROKEN POLE; TRANSFERS NEEDED, ,{3627AFE1-4D2A-4DCD-A60F-698FBB8D6317},,,SDE,1752071691000,29
92,,2020-02-28,2020-03-04,,POLE REMOVAL NEEDED,,LEANING,218 W EDGEMONT AVE,POLE REMOVAL NEEDED, ,{290DA3BF-89EB-49ED-9317-7D0641051354},,,SDE,1752071691000,30
93,,2020-02-28,2020-03-04,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,3128 ROSA PARKS AVE,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{A7508F5C-908F-41DA-B3F7-55C5740DDED2},,,SDE,1752071691000,31
94,,2020-02-28,2020-03-04,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,1807 EDGAR D NIXON AVE,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{21084855-F7F4-4222-8AA7-02246FF97505},,,SDE,1752071691000,32
95,,2020-06-09,2020-06-11,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,353 CHISHOLM ST,BROKEN POLE; TRANSFERS NEEDED, ,{34A5A296-3685-429D-B41F-9674A46621A0},,,SDE,1752071691000,36
96,,2020-06-10,2020-06-11,,LOW HANGING WIRES,,LOW HANGING WIRES,17 DUNN DR,LOW HANGING WIRES, ,{1159954B-29C8-4973-A37A-053FE5978C36},,,SDE,1752071691000,43
97,,2020-06-11,2020-06-11,,LOW HANGING WIRES,,LOW HANGING WIRES,4290 CARMICHAEL RD,LOW HANGING WIRES, ,{51FA96F3-32E3-46CD-8454-E8EC49653A70},,,SDE,1752071691000,46
98,,2020-06-11,2020-06-11,,BROKEN POLE REMOVAL NEEDED,,DAMAGED,730 GREEN RIDGE RD,BROKEN POLE REMOVAL NEEDED, ,{23A46652-106D-4E3F-973E-E4653ACDAF72},,,SDE,1752071691000,47
99,,2020-06-12,2020-07-14,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,FELDER TER AT WOODWARD AVE,STUB POLE REMOVAL NEEDED, ,{0A1E83E8-59CD-4F8B-A61B-0D10C6CD8E05},,,SDE,1752071691000,48
100,,2020-06-12,2020-07-14,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1200-1212 WESTMORELAND AVE,STUB POLE REMOVAL NEEDED, ,{AD4574D2-774A-4F39-AAB4-4DEDD9CCFBD0},,,SDE,1752071691000,49
101,,2020-06-12,2020-07-14,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1200-1212 WESTMORELAND AVE,STUB POLE REMOVAL NEEDED, ,{7E7E18A3-5B85-4A5C-9501-E3ED84E9D7A6},,,SDE,1752071691000,49
102,,2020-06-23,2020-07-14,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,2000 NORMANDIE DR,BROKEN POLE; TRANSFERS NEEDED, ,{60489960-8ADC-41C4-9C83-2459CB0A9C85},,,SDE,1752071691000,51
103,,2020-06-23,2020-07-14,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,2710 E SOUTH BLVD,STUB POLE REMOVAL NEEDED, ,{5CE506B7-3072-4617-86B4-17C361713996},,,SDE,1752071691000,52
104,,2020-07-13,2020-07-14,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,4069 BONFIELD DR,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{8536814E-1237-4FB1-857B-C0D7780DED2E},,,SDE,1752071691000,55
105,,2020-07-13,2020-07-14,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,WATERFORD RD AT BONFIELD DR,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{2DC21CB6-7498-4ED7-8260-3B887DB542AE},,,SDE,1752071691000,56
106,,2020-07-13,2020-07-14,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,HURLSTON DR AND ERIC LN,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{348B6CD9-FA2F-45E9-98D0-03C9D8D4911A},,,SDE,1752071691000,57
107,,2020-07-13,2020-07-14,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,REMOVAL NEEDED,HURLSTON DR AND ERIC LN,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{62235604-E13C-4399-86D6-E576ACFBB65A},,,SDE,1752071691000,57
108,,2020-08-06,2020-08-07,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1709 W FOURTH ST,POLE TOP HANGING; TRANSFERS NEEDED, ,{588BE329-C386-4467-BC5A-F9EC2275B60F},,,SDE,1752071691000,60
109,,2020-08-27,2020-08-28,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,646 CLOVERDALE RD,STUB POLE REMOVAL NEEDED, ,{DA2BD98E-FDFE-4BF8-9CA5-FAEF265446E1},,,SDE,1752071691000,66
110,,2025-04-28,2025-06-13,Follow Up,POLE TOP HANGING; 2 LINES ATTACHED,Pole Removal(s) Needed;,REMOVAL NEEDED,215 DUNN DR,POLE TOP HANGING; TRANSFERS NEEDED, ,{14E8F1DD-3DF4-47BC-8CA4-EFB2B62281A1},,,CHRIS.WILLIAMS,1752263690000,405
111,,2020-08-27,2020-08-28,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,211 DUNN DR,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{90D906E7-4AD6-44C0-9E45-A4F612C1B3BC},,,SDE,1752071691000,68
112,,2020-08-27,2020-08-28,,LOW HANGING WIRES,,LOW HANGING WIRES,2023 MADISON AVE,LOW HANGING WIRES, ,{A6357C38-A788-4DD1-A98A-136C4FCA4E5C},,,SDE,1752071691000,69
114,,2020-10-23,2020-10-28,,BROKEN POLE REMOVAL NEEDED,,DAMAGED,2737 LOWER WETUMPKA RD,BROKEN POLE REMOVAL NEEDED,2 DAMAGED POLE LOCATIONS ON W SIDE OF LOWER WETUMPKA,{1BD1C448-6D21-498D-86E2-F40A233AA8F7},,,SDE,1752071691000,76
115,,2020-11-09,2020-11-19,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1448 BLAIRWOOD CT,BROKEN POLE; TRANSFERS NEEDED, ,{A6E20EBD-C78E-4AC8-9ED8-432123D8E3C0},,,SDE,1752071691000,84
116,,2020-11-12,2020-11-19,,POLE REMOVAL NEEDED; TRANSFERS NEEDED,,LEANING,1339 S PERRY ST,POLE REMOVAL NEEDED; TRANSFERS NEEDED, ,{D1F9EF92-2B2F-4014-B600-27CD42F8D64D},,,SDE,1752071691000,85
117,,2020-11-13,2020-11-19,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,2038 MYRTLEWOOD DR,POLE TOP HANGING; TRANSFERS NEEDED, ,{6D87473B-1CF9-4326-A4A0-2A0D2250016D},,,SDE,1752071691000,87
118,,2020-11-13,2020-11-19,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,2040 MYRTLEWOOD DR,BROKEN POLE; TRANSFERS NEEDED, ,{941C7C85-A699-4F49-838C-FB867D9E5C44},,,SDE,1752071691000,88
119,,2020-12-02,2020-12-09,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,13 DUNN DR,POLE TOP HANGING; TRANSFERS NEEDED, ,{7C7C67F3-F08D-4D84-848E-D3B1AE30445A},,,SDE,1752071691000,90
120,,2020-12-07,2020-12-09,,2-STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,324 W DELANO AVE,2-STUB POLE REMOVAL NEEDED, ,{329FE67C-AB54-4149-B760-0B267566C361},,,SDE,1752071691000,91
121,,2020-12-07,2020-12-09,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,312 W DELANO AVE,BROKEN POLE; TRANSFERS NEEDED, ,{BE430A2C-25B5-43CC-9397-B9DD3C7F1860},,,SDE,1752071691000,92
122,,2020-12-15,2021-01-05,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,409 SOUTHLAWN DR,POLE TOP HANGING; TRANSFERS NEEDED, ,{99D7CAF9-DA87-4F4A-A878-FEA63416C8F8},,,SDE,1752071691000,95
123,,2020-12-22,2021-01-05,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,710 PONCE DE LEON AVE,STUB POLE REMOVAL NEEDED, ,{FCDE20BE-D986-47D7-8CD2-CB06139684BE},,,SDE,1752071691000,98
124,,2020-12-22,2021-01-05,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,3135 MONTEZUMA RD,STUB POLE REMOVAL NEEDED, ,{94451A74-EC20-46F0-A358-66F31603D779},,,SDE,1752071691000,101
125,,2020-12-22,2021-01-05,,LOW HANGING WIRES,,LOW HANGING WIRES,3175 MONTEZUMA RD,LOW HANGING WIRES, ,{C8D17694-3738-4F36-9126-2AEDFA86E5DB},,,SDE,1752071691000,102
126,,2020-12-28,2021-01-05,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,717 BELVEDERE DR,BROKEN POLE; TRANSFERS NEEDED, ,{EDDC6841-38F3-4305-903A-59503B17F17F},,,SDE,1752071691000,104
127,,2021-02-03,2021-02-05,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,127 COURTLAND DR,POLE TOP HANGING; TRANSFERS NEEDED, ,{CB611CA8-6E0A-415A-B54D-21B42BEF6483},,,SDE,1752071691000,108
128,,2021-02-04,2021-02-05,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3711 ATLANTA HWY,POLE TOP HANGING; TRANSFERS NEEDED, ,{5BB9EC02-2B61-418E-B5B2-25B502B1E0F4},,,SDE,1752071691000,112
129,,2021-02-04,2021-02-05,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,3759 ATLANTA HWY,BROKEN POLE; TRANSFERS NEEDED, ,{7CC0B3CA-3EC9-4504-9848-D6BB1139777B},,,SDE,1752071691000,113
130,,2021-02-04,2021-02-05,,LOW HANGING WIRES,,LOW HANGING WIRES,3769 ATLANTA HWY,LOW HANGING WIRES, ,{E9FBDDC9-2945-40BF-A2ED-1AB63345D5A7},,,SDE,1752071691000,115
131,,2021-02-18,2021-02-25,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1001 W SOUTH BLVD,STUB POLE REMOVAL NEEDED, ,{311F7BFD-53E1-4C99-9490-D9B0AB9A4E1C},,,SDE,1752071691000,116
132,,2021-02-23,2021-02-25,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,PINELEAF ST; ACROSS FROM 1700 W FIFTH ST,BROKEN POLE; TRANSFERS NEEDED, ,{407696CC-45D7-4341-B143-E26EEC908072},,,SDE,1752071691000,118
133,,2021-02-23,2021-02-25,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1620 CARTER HILL RD,BROKEN POLE; TRANSFERS NEEDED, ,{54B326A9-439E-4666-A803-3322BE48F3A4},,,SDE,1752071691000,119
134,,2021-02-23,2021-02-25,,LOW HANGING WIRES,,LOW HANGING WIRES,1620 CARTER HILL RD,LOW HANGING WIRES, ,{0D5098D9-8DB0-4D2B-B465-9C630B7B9352},,,SDE,1752071691000,119
135,,2021-02-23,2021-02-25,,LOW HANGING WIRES,,LOW HANGING WIRES,1620 CARTER HILL RD,LOW HANGING WIRES, ,{DD6B7873-4667-4DBE-91FF-7ABD494E5E0A},,,SDE,1752071691000,119
136,,2021-02-23,2021-02-25,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,8422 VAUGHN RD,STUB POLE REMOVAL NEEDED, ,{37C90862-DCC9-4099-9FB8-E729286D0125},,,SDE,1752071691000,120
137,,2021-02-23,2021-02-25,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,VAUGHN RD ACROSS FROM RAY THORINGTON,STUB POLE REMOVAL NEEDED, ,{0DB10437-3894-4046-A441-177347D79C23},,,SDE,1752071691000,121
138,,2021-02-23,2021-06-17,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1685 TAYLOR RD,STUB POLE REMOVAL NEEDED,INITIAL REPORT TO UTILITIES 2/25/2021; FOLLOW UP 6/17/2021,{003CB370-44FC-4EFF-9E4C-31C0AF0D5288},,,SDE,1752071691000,122
139,,2021-02-26,2021-03-08,,BROKEN POLE REMOVAL NEEDED,,DAMAGED,805 RIALTO DR,BROKEN POLE REMOVAL NEEDED, ,{6C4BB922-1442-4C6C-BA56-B4517F740BBD},,,SDE,1752071691000,123
140,,2021-02-26,2021-03-08,,2-BROKEN POLES REMOVAL NEEDED,,DAMAGED,5847 & 5903 WARES FERRY RD,2-BROKEN POLES REMOVAL NEEDED, ,{4BDABD57-6305-4B6E-A208-50C3AD1FFECD},,,SDE,1752071691000,124
141,,2021-02-26,2021-03-08,,2-BROKEN POLES REMOVAL NEEDED,,DAMAGED,5847 & 5903 WARES FERRY RD,2-BROKEN POLES REMOVAL NEEDED, ,{4C109246-D926-4201-8165-F59BAE58180C},,,SDE,1752071691000,124
142,,2021-02-26,2021-03-08,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1973 RIGBY ST,POLE TOP HANGING; TRANSFERS NEEDED, ,{45CD7A99-2B49-4F67-842D-679860CE3C4F},,,SDE,1752071691000,126
143,,2021-02-26,2021-03-08,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1949 RIGBY ST,POLE TOP HANGING; TRANSFERS NEEDED, ,{D83B0C1E-5F75-46ED-A954-3923F76A2817},,,SDE,1752071691000,127
144,,2021-03-04,2021-03-08,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,4000 AMBERLY RD,BROKEN POLE; TRANSFERS NEEDED, ,{31D1E38E-8C14-44DF-B93D-D14011FF84DC},,,SDE,1752071691000,129
145,,2021-03-04,2021-03-08,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,4000 MONTEREY DR,POLE TOP HANGING; TRANSFERS NEEDED, ,{45F93BCE-3028-43C8-8ABD-A3F6CFAB7E83},,,SDE,1752071691000,132
146,,2021-03-04,2021-03-08,,2-POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3112 & 3116 MONTWOOD DR,2-POLE TOP HANGING; TRANSFERS NEEDED, ,{67E1ED35-36C2-4D7A-BAD3-59ACA5DE3151},,,SDE,1752071691000,133
147,,2021-03-04,2021-03-08,,2-POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,3112 & 3116 MONTWOOD DR,2-POLE TOP HANGING; TRANSFERS NEEDED, ,{98665E2B-7364-446C-AF6F-AD2F5826C0CC},,,SDE,1752071691000,133
148,,2021-03-04,2021-03-08,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,4725 VIRGINIA LOOP RD,POLE TOP HANGING; TRANSFERS NEEDED, ,{50EB9E70-3E70-4650-AF79-7681D55D6BCE},,,SDE,1752071691000,134
149,,2021-03-09,2021-03-31,,2-BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1731 ROBISON HILL RD,2-BROKEN POLE; TRANSFERS NEEDED,2 BROKEN POLES; 6 ATTACHMENTS,{0C4B7BF7-039F-4024-9F31-9D97C8C4B0F5},,,SDE,1752071691000,135
150,,2021-03-09,2021-03-31,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1512 WEST ST,POLE TOP HANGING; TRANSFERS NEEDED, ,{C5994272-DA2E-4EE9-ABC4-109FC10CCD83},,,SDE,1752071691000,136
151,,2021-03-09,2021-03-31,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1507 MULBERRY ST,POLE TOP HANGING; TRANSFERS NEEDED, ,{02C13271-1139-46A7-AF46-E644D712933A},,,SDE,1752071691000,137
152,,2021-03-16,2021-03-31,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,98 W DELANO AVE,POLE TOP HANGING; TRANSFERS NEEDED, ,{0A1F1D21-BAFB-409E-9EE3-1E44E410EF0A},,,SDE,1752071691000,138
153,,2021-03-16,2021-03-31,,POLE TOP HANGING WITH LOW HANGING WIRES,,LOW HANGING WIRES,98 W DELANO AVE,POLE TOP HANGING WITH LOW HANGING WIRES, ,{EBC4A213-7FA1-406C-989D-8EAF6B584558},,,SDE,1752071691000,138
154,,2021-03-25,2021-03-31,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1756 S COURT ST,POLE TOP HANGING; TRANSFERS NEEDED, ,{83035644-9328-49F6-8B76-3192D727ED93},,,SDE,1752071691000,139
155,,2021-03-25,2021-03-31,,STUB POLE; TRANSFERS NEEDED,,REMOVAL NEEDED,205 KELLY LN,STUB POLE; TRANSFERS NEEDED, ,{ECC26F52-AD00-4B11-8C4E-5F812479B9D7},,,SDE,1752071691000,140
156,,2021-03-25,2021-03-31,,STUB POLE; TRANSFERS NEEDED,,REMOVAL NEEDED,3132 BOXWOOD DR,STUB POLE; TRANSFERS NEEDED, ,{E5B664DF-DBFA-4A98-A177-BE4E56002E35},,,SDE,1752071691000,142
157,,2021-03-25,2021-03-31,,BROKEN POLE; TRANSFERS NEEDED,,DAMAGED,1802 MT MEIGS RD,BROKEN POLE; TRANSFERS NEEDED, ,{E9FE0BF1-3586-4DEA-886B-AF4E6C1A94EA},,,SDE,1752071691000,143
158,,2021-03-30,2021-03-31,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,ACROSS FROM 1935 NORMAN BRIDGE RD,POLE TOP HANGING; TRANSFERS NEEDED, ,{1367D690-BAFF-4268-8F71-65E026C11CBB},,,SDE,1752071691000,145
159,,2021-04-08,2021-04-19,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,3566 GAYLORD PL,STUB POLE REMOVAL NEEDED, ,{47A220B5-C42B-4143-93E9-A727F4A37D88},,,SDE,1752071691000,147
160,,2021-04-08,2021-04-19,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,S SIDE OF CAPITOL HEIGHTS MIDDLE SCHOOL,POLE TOP HANGING; TRANSFERS NEEDED, ,{F321AAB0-D8A5-464E-AF32-193E88568F16},,,SDE,1752071691000,150
161,,2021-04-12,2021-04-19,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,1749 S PERRY ST,POLE TOP HANGING; TRANSFERS NEEDED, ,{3F933961-9DDA-47EB-AA2C-BEEDBC169AF7},,,SDE,1752071691000,151
162,,2021-04-21,2021-05-07,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,WOODMERE BLVD NEAR STONEHENGE PLACE APTS,POLE TOP HANGING; TRANSFERS NEEDED, ,{1282F50D-DE59-4050-B728-DAEFDCE787FA},,,SDE,1752071691000,152
