OBJECTID,Count_,Date_Inspection,Date_Utilities,Type_Inspection,Inspection_Observation,FollowUp_Actions,Report_Type,Location,Type_Damaged,Comments,GlobalID,created_user,created_date,last_edited_user,last_edited_date,TrackingNo
357,,2024-06-12,2024-08-05,,POLE TOP HANGING; TRANSFERS NEEDED,,DAMAGED,932 East Fairview Ave,POLE TOP HANGING; TRANSFERS NEEDED,4 ATTACHMENTS,{07E866D9-48EF-43CB-B793-10FA00AC2A69},,,SDE,1752071691000,359
358,,2024-06-12,2024-08-05,,LOW HANGING WIRES,,LOW HANGING WIRES,932 East Fairview Ave,LOW HANGING WIRES,Cable hanging to the ground,{31A7725C-D43B-48D5-AC2B-FEEE4719091B},,,SDE,1752071691000,359
359,,2024-06-13,2024-08-05,,STUB POLE REMOVAL NEEDED,,REMOVAL NEEDED,1840 Cairnbrook Dr,STUB POLE REMOVAL NEEDED,NO ATTACHMENTS,{9943EC0C-155A-4671-9C5A-0B9430DD1A7B},,,SDE,1752071691000,360
360,,2024-06-14,2024-08-05,,BROKEN POLE REMOVAL NEEDED,,REMOVAL NEEDED,1200 Lenora St,BROKEN POLE REMOVAL NEEDED,NO ATTACHMENTS,{2EA23B0C-0BEC-4AFC-B49A-FF2F908075D0},,,SDE,1752071691000,361
361,,2025-03-04,2025-03-04,,Broken Pole Transfers needed,,DAMAGED,638 Day St,Broken Pole Transfers needed, ,{C6CF45A6-9C16-4345-9D5B-E4E957F57B30},,,SDE,1752071691000,396
362,,2025-02-26,2025-03-04,,Pole Busting,,DAMAGED,642 S Holt St,Pole Busting, ,{4571D645-AB16-4278-B76E-B829589BB274},,,SDE,1752071691000,392
363,,2025-03-04,2025-03-04,,Leaning Pole,,LEANING,2183 Vaughn Rd,Leaning Pole, ,{57EC7FE7-2DCB-401A-B27A-BE75204C86B2},,,SDE,1752071691000,395
364,,2025-02-25,2025-03-04,,Leaning,,LEANING,Int of Randolph St & N McDonough St,Leaning,"Poles Broken, Poles Leaning, 4 attachments",{7CEB5C6F-C87B-469D-BE77-0ED8B0950E61},,,SDE,1752071691000,391
365,,2025-02-27,2025-03-04,,Poles Broken & Leaning,,REMOVAL NEEDED,E Fairview near S Court St,Poles Broken & Leaning,"Poles Broken, Poles Leaning, 1 attachment",{99DAEB40-8C18-4BF6-9021-DC922EE402EC},,,SDE,1752071691000,393
366,,2025-03-04,2025-03-04,,"Broken Pole, Pole Top Hanging",,REMOVAL NEEDED,516 N Mdonough St,"Broken Pole, Pole Top Hanging",Pole Removal Needed,{6764E944-3C02-4B7B-9583-9C2B90F2F674},,,SDE,1752071691000,391
367,,2025-03-04,2025-03-04,,Pole(s) Broken Light Pole Struck by car,,REMOVAL NEEDED,3060 Fieldcrest Dr,Pole(s) Broken Light Pole Struck by car,Pole Removal Needed. May be a City Owned Pole,{01A13F3C-4A4B-4BFF-B9BF-7D1965115D04},,,SDE,1752071691000,394
368,,2025-03-04,2025-03-04,,Pole(s) Broken Light Pole Struck by car,,REMOVAL NEEDED,3060 Fieldcrest Dr,Pole(s) Broken Light Pole Struck by car,Pole Removal Needed. May be a City Owned Pole,{90D69B4B-2313-4F40-A910-055780CD5671},,,SDE,1752071691000,394
369,,2025-04-14,2025-04-17,,Pole Top(s) Hanging,,REMOVAL NEEDED,6646 Pinebrook Dr,Pole Top(s) Hanging,Pole Removal(s) Needed,{0626C29E-A1A8-4D96-8943-F553AF34F90A},,,SDE,1752071691000,401
370,,2025-04-14,2025-04-17,,Pole(s) Broken,,REMOVAL NEEDED,6650 Pinebrook Dr,Pole(s) Broken,Pole Removal(s) Needed,{77FF7E9A-3191-4DDF-8A27-9278D17DC3D4},,,SDE,1752071691000,402
371,,2025-03-26,2025-04-17,,AT&T Box Broken,,REMOVAL NEEDED,513 Madison Ave,AT&T Box Broken,AT&T Box Broken,{AB82C36B-6EF4-4FA5-BA27-28E6C87917B7},,,SDE,1752071691000,399
372,,2025-03-26,2025-04-17,,AT&T Box Broken,,REMOVAL NEEDED,513 Madison Ave,AT&T Box Broken,AT&T Box Broken,{9A71AF0A-6D15-4613-9BED-21D7BB28C9D4},,,SDE,1752071691000,399
373,,2025-03-26,2025-04-17,,Cable Box Is Broken,,DAMAGED,9424 Colleton Ct,Cable Box Is Broken,AT&T Box Broken,{D300FF45-1784-484C-BA8A-C3782B890CD7},,,SDE,1752071691000,397
376,,2025-07-01,2025-07-03,Initial,"Pole(s) Broken; ,Low Hanging Wires; Pole is busted into two pieces metals on the ground, and the line is laying on the ground","Pole Removal(s) Needed; ,Wire Repair",REMOVAL NEEDED,Medical Plaza to 350 Taylor Rd.,,,{6D4F9585-796C-4A78-AE98-8351DA3F3B4E},CHRIS.WILLIAMS,1752073222000,CHRIS.WILLIAMS,1752073222000,412-A
377,,2025-07-03,2025-07-03,Initial,Pole(S) Busting;,Removal Needed,REMOVAL NEEDED,902 E Fairview,,,{C32C3886-ECB1-41D9-8957-A498087165E0},CHRIS.WILLIAMS,1752073920000,CHRIS.WILLIAMS,1752073920000,415
378,,2025-07-03,2025-07-03,Initial,Low Hanging Wires,Wire Repair,LOW HANGING WIRES,"9100 Atlanta Highway, Dixie electric company",,,{50370F4A-9EA7-4C59-8C48-4825D8C9F9F7},CHRIS.WILLIAMS,1752074152000,CHRIS.WILLIAMS,1752074152000,418
379,,2025-07-03,2025-07-03,Follow Up from old report list,Pole(S) Busting; Needs replacing,Pole needs to be replaced,REMOVAL NEEDED,1400 Highland Avenue @ Maggie Street,,,{6B97BEFE-B463-480B-BC45-754238C19D26},CHRIS.WILLIAMS,1752074637000,CHRIS.WILLIAMS,1752074637000,413
381,,2025-07-03,2025-07-03,Initial,"Pole Top(s) Hanging; ,Low Hanging Wires","Pole Removal(s) Needed; ,Wire Repair",REMOVAL NEEDED,1450 Ann Street,,,{B12951ED-B114-4BEC-BFF0-E983E9B19227},CHRIS.WILLIAMS,1752075078000,CHRIS.WILLIAMS,1752075078000,416
382,,2025-07-03,2025-07-03,Follow Up,Pole(S) Busting,Replacement needed,REMOVAL NEEDED,1800 Highland @ Putnam Street,,,{71173E9B-DCFB-4B7B-9578-79F8D38076D3},CHRIS.WILLIAMS,1752075388000,CHRIS.WILLIAMS,1752075388000,255-A
383,,2025-07-01,2025-07-03,Initial,Pole(s) Broken; The pole is broken and laying on the ground there are no wires attached,Pole Removal(s) Needed;,REMOVAL NEEDED,Medical Plaza TWO 350 Taylor Rd.,,,{1B66BA9A-2CC9-4F88-8B82-B13AEAB30B41},CHRIS.WILLIAMS,1752075602000,CHRIS.WILLIAMS,1752075602000,412
384,,2025-07-03,2025-07-03,Initial,Low Hanging Wires,Wire Repair; Three locations in this one vicinity needs wires replaced or removed,LOW HANGING WIRES,1757 Highland Avenue,,,{C0B01633-F751-4265-BF51-518ED7147D73},CHRIS.WILLIAMS,1752075905000,CHRIS.WILLIAMS,1752075905000,414
385,,2025-07-03,2025-07-03,Initial,Low Hanging Wires; In front of Vaughn Park Church,Wire Repair,LOW HANGING WIRES,3800 Vaughn Road @ Fieldcrest Dr,,,{35DC1F36-C75D-4FA9-BA79-88C06694AF32},CHRIS.WILLIAMS,1752076104000,CHRIS.WILLIAMS,1752076104000,417
386,,2025-07-03,2025-07-03,Initial,Low Hanging Wires,Wire Repair,LOW HANGING WIRES,1025 Federal Drive @ Biltmore Ave,,,{BA494AA9-2D78-4D7B-95D4-2B7A53451152},CHRIS.WILLIAMS,1752076343000,CHRIS.WILLIAMS,1752076343000,419
387,,2025-06-13,2025-06-13,Initial,"Pole(s) Broken; ,Leaning Pole(s)","Follow-up Actions
Transfer(s) Needed; Replacement needed.",REMOVAL NEEDED,,,,{C76A2359-762F-4313-9BF5-A3C60C4606F7},CHRIS.WILLIAMS,1752262454000,CHRIS.WILLIAMS,1752262454000,411
391,,2025-04-28,2025-06-13,Initial,Pole(s) Broken;,Pole Removal(s) Needed;,REMOVAL NEEDED,Federal Dr & Winona Ave,,,{D6967414-A8F8-421A-A625-560CE737395B},CHRIS.WILLIAMS,1752264048000,CHRIS.WILLIAMS,1752264048000,408
392,,2025-04-24,2025-06-13,Initial,Pole Top(s) Hanging; 2 attachments,"Transfer(s) Needed; ,Wire Repair; Wires hanging down",DAMAGED,,,,{DF7BE839-DFE9-43B6-BEA4-5AB2FA81B5DD},CHRIS.WILLIAMS,1752264426000,CHRIS.WILLIAMS,1752264426000,403
397,,2025-08-18,2025-08-29,Follow Up To Report 76,"Pole(s) Broken; ,Pole Bottom(s); ,Pole(s) Busting; ,Low Hanging Wires; ,Leaning Pole(s); 2 broken poles with 4 attachments","Pole Removal(s) Needed; ,Transfer(s) Needed; ,Pole Bottom Removal(s) Needed; ,Wire Repair; Wires are hanging down new pole is in place",REMOVAL,2735 LOWER WETUMPKA RD,,,{07E277AD-09EC-4C2D-8E71-E60BEFA3842D},CHRIS.WILLIAMS,1756494617000,CHRIS.WILLIAMS,1756496527000,428
398,,2025-07-21,2025-08-29,Initial,Pole(s) Broken;,Pole Removal(s) Needed;,REMOVAL NEEDED,Across the street from 709 Coliseum Blvd,,,{9F7F5AB8-B521-49CA-BDFF-CF11360AB13A},CHRIS.WILLIAMS,1756496138000,CHRIS.WILLIAMS,1756496138000,421
399,,2025-07-23,2025-08-29,Initial,Pole Top(s) Hanging; 6 attachments new pole is in place,Transfer(s) Needed; Removal needed,REMOVAL NEEDED,1900 ROSA L PARKS ,,INTERSECTING WITH LIBERTY ST,{67F8224F-2147-459E-85B1-04998707CD5D},CHRIS.WILLIAMS,1756496432000,CHRIS.WILLIAMS,1756496432000,423
400,,2025-07-24,2025-08-29,Initial,Pole(s) Broken;,"Pole Removal(s) Needed; ,Wire Repair;",REMOVAL NEEDED,5319 YOUNG BARN RD,,CENTRAL PARKWAY,{5AA80A1E-6DB7-466F-B7DB-CDDF077D3B12},CHRIS.WILLIAMS,1756496724000,CHRIS.WILLIAMS,1756496724000,425
401,,2025-08-18,2025-08-29,Initial,Pole Top(s) Hanging; 3 attachments,Transfer(s) Needed; New pole is in place,LOW HANGING WIRES,2800 LOWER WETUMPKA RD,,INTERSECTS CEDAR ST,{99DD4C5D-6DC6-40EF-81A4-0AF773C2BCF4},CHRIS.WILLIAMS,1756497051000,CHRIS.WILLIAMS,1756497051000,427
402,,2025-07-15,2025-08-29,Initial,Pole Top(s) Hanging; Removal needed. 4 attachments,Transfer(s) Needed; New pole is in place,LOW HANGING WIRES,2800 LOWER WETUMPKA RD,,INTERSECTS CEDAR ST,{99826C96-99CA-40AC-B294-42D6C9078BB8},CHRIS.WILLIAMS,1756497381000,CHRIS.WILLIAMS,1756497381000,420
403,,2025-07-21,2025-08-29,Initial,Pole(s) Broken;,Pole Removal(s) Needed;,REMOVAL NEEDED,,,,{9DB85573-66F1-4A5E-8F46-C98F87997554},CHRIS.WILLIAMS,1756499769000,CHRIS.WILLIAMS,1756499769000,422
404,,2025-07-24,2025-08-29,Initial,Pole(s) Broken;,HOA NOTIFIED,REMOVAL NEEDED,Intersection of Wiltshire and Bristol Way,,,{8360B4DD-0BE0-4B84-8F62-92993A3E151B},CHRIS.WILLIAMS,1756500466000,CHRIS.WILLIAMS,1756500466000,424
405,,2025-07-24,2025-08-29,Initial,Pole(s) Broken;,HOA NOTIFIED,REMOVAL NEEDED,Intersection of Wiltshire and Bristol Way,,,{191A86C4-8B28-4F95-AFC0-C484F2BEC1B4},CHRIS.WILLIAMS,1756500713000,CHRIS.WILLIAMS,1756500713000,424
406,,2025-10-06,2025-10-06,Initial,Pole(s) Broken; Pole is down,"Pole Removal(s) Needed; ,Pole Bottom Removal(s) Needed; ,Wire Repair; Removal needed",REMOVAL NEEDED,845 WEST SOUTH BLVD,,,{8EA82247-C61F-4BED-9217-2C4DD18A2C28},CHRIS.WILLIAMS,1760024520000,CHRIS.WILLIAMS,1760024520000,433
407,,2025-09-08,2025-10-06,Initial,Pole Top(s) Hanging; 4 attachments,"Transfer(s) Needed; ,Wire Repair; Cables running down pole",LOW HANGING WIRES,2959 FAIRMONT DRIVE,,,{2E1FF963-B218-454F-851B-9879B98467F3},CHRIS.WILLIAMS,1760024980000,CHRIS.WILLIAMS,1760024980000,429
408,,2025-09-15,2025-10-06,Initial,"Pole(s) Broken; ,Pole(S) Busting; ,Leaning Pole(s); Recently hit and damaged","Pole Removal(s) Needed; ,Wire Repair; Anchor broken 1 attachment",REMOVAL NEEDED,,3421 McGHEE RD,,{71A35963-BFCE-40A6-9CE5-BCDD7DFE9F6A},CHRIS.WILLIAMS,1760025409000,CHRIS.WILLIAMS,1760025409000,430
409,,2025-10-03,2025-10-06,,,,LOW HANGING WIRES,,,,{33A8A349-50FD-4FC9-B701-10BCA10BD147},CHRIS.WILLIAMS,1760026389000,CHRIS.WILLIAMS,1760026389000,431
410,,2025-10-03,2025-10-06,Initial,Pole Bottom(s); Old stub pole 1 attachment,Pole Removal(s) Needed;,REMOVAL NEEDED,4406 ESMOND DRIVE,,,{9BCEE3DB-AEDB-46A1-A0EF-2BA1EF083FDB},CHRIS.WILLIAMS,1760027953000,CHRIS.WILLIAMS,1760027953000,432
